product,url,price,amount,unit,nutriscore,carbs_100g,protein_100g,fat_100g,alcohol_100g,calories_100g,calories,protein,carbs,fat,alcohol,perc_calories_protein,perc_calories_carbs,perc_calories_fat,perc_calories_alcohol,price_1000_calories,price_100g_protein,price_100g_carbs,price_100g_fat
Hak Kidneybonen chili,https://www.ah.nl/producten/product/wi389177/hak-kidneybonen-chili,2.99,550.0,g,A,10.4,4.6,0.4,0.0,63.6,349.8,25.3,57.2,2.2,0.0,0.2893081761006289,0.6540880503144654,0.05660377358490566,0.0,8.54774156660949,11.818181818181818,5.227272727272727,135.9090909090909
AH Sojabonen,https://www.ah.nl/producten/product/wi525266/ah-sojabonen,2.49,150.0,g,,3.8,10.0,4.7,0.0,97.5,146.25,15.0,5.7,7.05,0.0,0.41025641025641024,0.1558974358974359,0.4338461538461538,0.0,17.025641025641026,16.6,43.684210526315795,35.319148936170215
AH Gieser Wildeman stoofperen,https://www.ah.nl/producten/product/wi189904/ah-gieser-wildeman-stoofperen,2.19,1000.0,g,A,12.0,0.2,0.3,0.0,51.5,515.0,2.0,120.0,3.0,0.0,0.015533980582524271,0.9320388349514563,0.05242718446601942,0.0,4.252427184466019,109.5,1.825,73.0
AH Italiaanse kruidenmix,https://www.ah.nl/producten/product/wi238967/ah-italiaanse-kruidenmix,1.99,20.0,g,A,16.0,3.3,2.3,0.0,97.9,19.58,0.66,3.2,0.46,0.0,0.13483146067415733,0.6537282941777325,0.21144024514811036,0.0,101.63432073544433,301.5151515151515,62.1875,432.6086956521739
AH Spinazie fijn gesneden,https://www.ah.nl/producten/product/wi769/ah-spinazie-fijn-gesneden,0.69,450.0,g,A,2.0,2.0,0.6,0.0,21.4,96.3,9.0,9.0,2.7,0.0,0.37383177570093457,0.37383177570093457,0.25233644859813087,0.0,7.165109034267913,7.666666666666667,7.666666666666667,25.555555555555554
Hak Sperziebonen fijn gebroken,https://www.ah.nl/producten/product/wi207507/hak-sperziebonen-fijn-gebroken,2.15,675.0,g,,2.2,1.8,0.4,0.0,19.6,132.3,12.15,14.850000000000001,2.7,0.0,0.36734693877551017,0.4489795918367347,0.18367346938775508,0.0,16.25094482237339,17.695473251028805,14.478114478114477,79.62962962962962
CêlaVíta Krokant kruidenkorstje knoflook kruiden,https://www.ah.nl/producten/product/wi525350/celavita-krokant-kruidenkorstje-knoflook-kruiden,1.99,450.0,g,,20.3,2.1,3.6,0.0,122.0,549.0,9.45,91.35,16.2,0.0,0.06885245901639343,0.6655737704918032,0.26557377049180325,0.0,3.6247723132969036,21.05820105820106,2.178434592227696,12.283950617283951
AH Rode bieten met ui,https://www.ah.nl/producten/product/wi195527/ah-rode-bieten-met-ui,1.45,680.0,g,A,5.8,0.9,0.1,0.0,27.7,188.36,6.12,39.44,0.68,0.0,0.1299638989169675,0.8375451263537905,0.032490974729241874,0.0,7.698025058398811,23.69281045751634,3.6764705882352944,213.23529411764704
AH Milde kiemgroente,https://www.ah.nl/producten/product/wi365472/ah-milde-kiemgroente,1.79,60.0,g,A,2.1,3.4,0.3,0.0,24.7,14.82,2.04,1.26,0.18,0.0,0.5506072874493927,0.340080971659919,0.10931174089068825,0.0,120.78272604588393,87.74509803921569,142.06349206349205,994.4444444444445
AH Witte & kastanje champignons,https://www.ah.nl/producten/product/wi525270/ah-witte-en-kastanje-champignons,1.99,350.0,g,A,1.9,2.6,0.3,0.0,20.7,72.45,9.1,6.65,1.05,0.0,0.5024154589371981,0.3671497584541063,0.13043478260869565,0.0,27.467218771566596,21.86813186813187,29.924812030075188,189.52380952380952
AH Bakaardappeltjes paprika en knoflook,https://www.ah.nl/producten/product/wi476324/ah-bakaardappeltjes-paprika-en-knoflook,1.49,450.0,g,B,17.0,1.9,0.05,0.0,76.05,342.225,8.55,76.5,0.225,0.0,0.09993425378040763,0.8941485864562787,0.0059171597633136085,0.0,4.353860764117174,17.42690058479532,1.9477124183006536,662.2222222222222
Bonduelle Franse sperzieboontjes zeer fijn,https://www.ah.nl/producten/product/wi226361/bonduelle-franse-sperzieboontjes-zeer-fijn,1.95,400.0,g,A,4.3,1.8,0.5,0.0,28.9,115.6,7.2,17.2,2.0,0.0,0.24913494809688583,0.5951557093425606,0.15570934256055363,0.0,16.868512110726645,27.083333333333332,11.337209302325581,97.5
AH Zwarte bonen,https://www.ah.nl/producten/product/wi471758/ah-zwarte-bonen,1.09,200.0,g,A,12.0,8.0,1.5,0.0,93.5,187.0,16.0,24.0,3.0,0.0,0.3422459893048128,0.5133689839572193,0.1443850267379679,0.0,5.828877005347594,6.812500000000001,4.541666666666667,36.333333333333336
AH Aardappel vastkokend,https://www.ah.nl/producten/product/wi482776/ah-aardappel-vastkokend,1.39,800.0,g,A,18.0,2.0,0.3,0.0,82.7,661.6,16.0,144.0,2.4,0.0,0.09673518742442563,0.8706166868198307,0.03264812575574365,0.0,2.100967351874244,8.6875,0.9652777777777778,57.91666666666667
"AH Verse galia, cantaloupe & watermeloen",https://www.ah.nl/producten/product/wi197492/ah-verse-galia-cantaloupe-en-watermeloen,2.5,225.0,g,A,5.5,0.5,0.2,0.0,25.8,58.05,1.125,12.375,0.45,0.0,0.07751937984496124,0.8527131782945737,0.06976744186046512,0.0,43.06632213608958,222.22222222222223,20.2020202020202,555.5555555555555
Bonduelle Bloemkoolroosjes,https://www.ah.nl/producten/product/wi162735/bonduelle-bloemkoolroosjes,1.99,400.0,g,A,2.3,1.8,0.2,0.0,18.2,72.8,7.2,9.2,0.8,0.0,0.39560439560439564,0.5054945054945055,0.09890109890109891,0.0,27.335164835164836,27.63888888888889,21.6304347826087,248.75
AH Biologisch Mini rode gekookte bieten,https://www.ah.nl/producten/product/wi446488/ah-biologisch-mini-rode-gekookte-bieten,1.09,250.0,g,A,4.6,1.2,0.1,0.0,24.099999999999998,60.24999999999999,3.0,11.5,0.25,0.0,0.19917012448132781,0.7634854771784233,0.03734439834024897,0.0,18.091286307053945,36.333333333333336,9.478260869565219,436.00000000000006
AH Zoete stoofpeertjes,https://www.ah.nl/producten/product/wi104110/ah-zoete-stoofpeertjes,2.39,350.0,g,C,20.0,0.4,0.0,0.0,81.6,285.59999999999997,1.4,70.0,0.0,0.0,0.0196078431372549,0.9803921568627452,0.0,0.0,8.368347338935575,170.71428571428572,3.414285714285714,inf
Hak Witte bonen in tomatensaus,https://www.ah.nl/producten/product/wi195102/hak-witte-bonen-in-tomatensaus,2.49,720.0,g,A,12.1,5.0,0.6,0.0,73.80000000000001,531.3600000000001,36.0,87.12,4.32,0.0,0.2710027100271002,0.6558265582655826,0.07317073170731705,0.0,4.6860885275519415,6.916666666666668,2.8581267217630857,57.63888888888889
AH Gesneden kastanjechampignons,https://www.ah.nl/producten/product/wi123186/ah-gesneden-kastanjechampignons,1.99,125.0,g,A,4.3,2.5,0.1,0.0,28.099999999999998,35.12499999999999,3.125,5.375,0.125,0.0,0.3558718861209965,0.612099644128114,0.03202846975088969,0.0,56.65480427046265,63.68,37.02325581395349,1592.0
Bonduelle Rode kidneybonen,https://www.ah.nl/producten/product/wi190839/bonduelle-rode-kidneybonen,1.55,310.0,g,A,13.9,7.7,0.6,0.0,91.80000000000001,284.58000000000004,23.87,43.09,1.86,0.0,0.33551198257080606,0.6056644880174291,0.058823529411764705,0.0,5.446623093681916,6.4935064935064934,3.597122302158273,83.33333333333333
AH Hele sperziebonen,https://www.ah.nl/producten/product/wi39116/ah-hele-sperziebonen,1.59,800.0,g,A,2.1,1.5,0.4,0.0,18.0,144.0,12.0,16.8,3.2,0.0,0.3333333333333333,0.4666666666666667,0.2,0.0,11.041666666666666,13.25,9.464285714285714,49.6875
AH Zeewiersalade,https://www.ah.nl/producten/product/wi197707/ah-zeewiersalade,2.99,125.0,g,C,11.0,1.5,5.2,0.0,96.80000000000001,121.00000000000001,1.875,13.75,6.5,0.0,0.06198347107438016,0.4545454545454545,0.48347107438016523,0.0,24.71074380165289,159.46666666666667,21.745454545454546,46.0
Bonduelle Groenten voor soep tomaat & paprika,https://www.ah.nl/producten/product/wi509496/bonduelle-groenten-voor-soep-tomaat-en-paprika,2.99,600.0,g,A,4.3,0.7,0.2,0.0,21.8,130.8,4.2,25.8,1.2,0.0,0.12844036697247707,0.7889908256880733,0.08256880733944953,0.0,22.85932721712538,71.19047619047619,11.589147286821705,249.16666666666669
AH Barbecue minikrieltjes,https://www.ah.nl/producten/product/wi196692/ah-barbecue-minikrieltjes,0.79,200.0,g,A,18.0,2.1,0.4,0.0,84.0,168.0,4.2,36.0,0.8,0.0,0.1,0.8571428571428571,0.04285714285714286,0.0,4.7023809523809526,18.80952380952381,2.1944444444444446,98.75
AH Kleine slade biet geitenkaas,https://www.ah.nl/producten/product/wi231840/ah-kleine-slade-biet-geitenkaas,2.89,200.0,g,B,12.0,4.5,11.0,0.0,165.0,330.0,9.0,24.0,22.0,0.0,0.10909090909090909,0.2909090909090909,0.6,0.0,8.757575757575758,32.111111111111114,12.041666666666666,13.136363636363637
AH Jalapeño peper rood,https://www.ah.nl/producten/product/wi415238/ah-jalapeno-peper-rood,0.39,15.0,g,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
Hak Rode Bieten met Ui,https://www.ah.nl/producten/product/wi207527/hak-rode-bieten-met-ui,2.05,355.0,g,A,7.3,0.9,0.1,0.0,33.699999999999996,119.63499999999998,3.195,25.915,0.355,0.0,0.10682492581602375,0.8664688427299705,0.026706231454005937,0.0,17.135453671584404,64.16275430359937,7.910476557978004,577.4647887323944
AH Zoete aardappel spread chili en madras,https://www.ah.nl/producten/product/wi417476/ah-zoete-aardappel-spread-chili-en-madras,2.25,175.0,g,B,13.0,2.6,16.0,0.0,206.4,361.2,4.55,22.75,28.0,0.0,0.050387596899224806,0.25193798449612403,0.6976744186046512,0.0,6.229235880398671,49.45054945054945,9.89010989010989,8.035714285714286
Friethoes Echte verse friet,https://www.ah.nl/producten/product/wi511966/friethoes-echte-verse-friet,2.99,450.0,g,,15.7,2.03,6.17,0.0,126.45,569.025,9.134999999999998,70.65,27.765,0.0,0.0642151047844998,0.4966389877421907,0.4391459074733096,0.0,5.254602170379157,32.7312534209086,4.232130219391365,10.768953718710607
AH Biologisch Maiskorrels,https://www.ah.nl/producten/product/wi101170/ah-biologisch-maiskorrels,2.89,340.0,g,A,13.0,3.0,1.5,0.0,77.5,263.5,10.2,44.2,5.1,0.0,0.15483870967741933,0.6709677419354839,0.17419354838709677,0.0,10.96774193548387,28.333333333333336,6.538461538461538,56.66666666666667
Hak Kikkererwten,https://www.ah.nl/producten/product/wi435897/hak-kikkererwten,2.69,360.0,g,A,15.9,7.6,3.0,0.0,121.0,435.6,27.36,57.24,10.8,0.0,0.25123966942148757,0.5256198347107438,0.2231404958677686,0.0,6.175390266299357,9.83187134502924,4.699510831586303,24.907407407407405
AH Smoothie mango avocado,https://www.ah.nl/producten/product/wi424880/ah-smoothie-mango-avocado,2.49,500.0,ml,C,11.0,0.8,1.2,0.0,58.0,290.0,4.0,55.0,6.0,0.0,0.05517241379310345,0.7586206896551724,0.18620689655172415,0.0,8.586206896551724,62.25000000000001,4.527272727272728,41.50000000000001
AH Biologisch Broccoli roosjes,https://www.ah.nl/producten/product/wi533328/ah-biologisch-broccoli-roosjes,1.99,400.0,g,A,0.7,2.9,0.7,0.0,20.7,82.8,11.6,2.8,2.8,0.0,0.5603864734299517,0.13526570048309178,0.30434782608695654,0.0,24.033816425120772,17.155172413793103,71.07142857142857,71.07142857142857
AH Rode bessen,https://www.ah.nl/producten/product/wi136423/ah-rode-bessen,2.79,150.0,g,A,4.4,1.1,0.0,0.0,22.0,33.0,1.65,6.6,0.0,0.0,0.19999999999999998,0.7999999999999999,0.0,0.0,84.54545454545455,169.0909090909091,42.27272727272727,inf
AH Biologisch Krieltjes,https://www.ah.nl/producten/product/wi238678/ah-biologisch-krieltjes,2.09,450.0,g,A,18.0,2.2,0.4,0.0,84.39999999999999,379.79999999999995,9.9,81.0,1.8,0.0,0.10426540284360192,0.8530805687203793,0.04265402843601896,0.0,5.5028962611901004,21.11111111111111,2.580246913580247,116.11111111111111
AH Rauwkost paprika,https://www.ah.nl/producten/product/wi139463/ah-rauwkost-paprika,2.19,150.0,g,A,4.2,0.8,0.2,0.0,21.8,32.7,1.2,6.3,0.3,0.0,0.14678899082568805,0.7706422018348623,0.08256880733944953,0.0,66.97247706422017,182.5,34.761904761904766,730.0
AH Kleine salade peulvruchten geitenkaas,https://www.ah.nl/producten/product/wi363508/ah-kleine-salade-peulvruchten-geitenkaas,2.99,215.0,g,A,6.1,4.3,9.5,0.0,127.1,273.265,9.245,13.115,20.425,0.0,0.13532651455546812,0.1919748229740362,0.6726986624704958,0.0,10.941759830201454,32.341806381828015,22.798322531452534,14.638922888616891
AH Guacamole verspakket,https://www.ah.nl/producten/product/wi169815/ah-guacamole-verspakket,2.99,450.0,g,A,3.4,1.5,12.0,0.0,127.6,574.2,6.75,15.3,54.0,0.0,0.04702194357366771,0.10658307210031348,0.8463949843260188,0.0,5.207244862417276,44.2962962962963,19.542483660130717,5.537037037037037
AH Bloemkool- en broccoliroosjes,https://www.ah.nl/producten/product/wi395952/ah-bloemkool-en-broccoliroosjes,2.49,400.0,g,A,2.0,2.3,0.4,0.0,20.8,83.2,9.2,8.0,1.6,0.0,0.44230769230769224,0.3846153846153846,0.17307692307692307,0.0,29.927884615384613,27.065217391304355,31.125000000000004,155.625
CêlaVíta Minikrieltjes gerookte paprika,https://www.ah.nl/producten/product/wi482779/celavita-minikrieltjes-gerookte-paprika,1.89,450.0,g,,17.9,2.1,0.8,0.0,87.2,392.4,9.45,80.55,3.6,0.0,0.09633027522935779,0.8211009174311927,0.08256880733944955,0.0,4.81651376146789,20.0,2.346368715083799,52.5
AH Kruidenzuurkool,https://www.ah.nl/producten/product/wi115257/ah-kruidenzuurkool,0.75,520.0,g,A,1.0,1.0,0.0,0.0,8.0,41.6,5.2,5.2,0.0,0.0,0.5,0.5,0.0,0.0,18.028846153846153,14.423076923076923,14.423076923076923,inf
Verstegen Knoflook poeder,https://www.ah.nl/producten/product/wi216639/verstegen-knoflook-poeder,2.69,50.0,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
AH Sap mango sinaasappel appel,https://www.ah.nl/producten/product/wi430627/ah-sap-mango-sinaasappel-appel,2.29,500.0,ml,C,9.6,0.4,0.0,0.0,40.0,200.0,2.0,48.0,0.0,0.0,0.04,0.96,0.0,0.0,11.45,114.5,4.770833333333333,inf
CoolBest Fruitontbijt bosvruchten,https://www.ah.nl/producten/product/wi475650/coolbest-fruitontbijt-bosvruchten,2.19,750.0,ml,,10.8,0.6,0.0,0.0,45.6,342.0,4.5,81.00000000000001,0.0,0.0,0.05263157894736842,0.9473684210526317,0.0,0.0,6.4035087719298245,48.666666666666664,2.7037037037037033,inf
AH Aspergepunten groen,https://www.ah.nl/producten/product/wi217023/ah-aspergepunten-groen,2.15,200.0,g,A,2.0,2.5,0.0,0.0,18.0,36.0,5.0,4.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,59.72222222222222,43.0,53.75,inf
AH Biologisch Witte bonen,https://www.ah.nl/producten/product/wi365958/ah-biologisch-witte-bonen,1.39,360.0,g,A,15.0,5.4,0.1,0.0,82.5,297.0,19.44,54.0,0.36,0.0,0.26181818181818184,0.7272727272727273,0.010909090909090908,0.0,4.68013468013468,7.150205761316872,2.574074074074074,386.11111111111114
AH Bladspinazie gesneden deelblokjes,https://www.ah.nl/producten/product/wi67746/ah-bladspinazie-gesneden-deelblokjes,1.29,450.0,g,A,2.0,2.0,0.6,0.0,21.4,96.3,9.0,9.0,2.7,0.0,0.37383177570093457,0.37383177570093457,0.25233644859813087,0.0,13.39563862928349,14.333333333333334,14.333333333333334,47.77777777777777
Bonduelle Crispy mais bio,https://www.ah.nl/producten/product/wi182994/bonduelle-crispy-mais-bio,2.75,300.0,g,A,12.8,2.2,1.4,0.0,72.6,217.8,6.6,38.4,4.2,0.0,0.1212121212121212,0.7052341597796142,0.17355371900826447,0.0,12.626262626262626,41.66666666666667,7.161458333333334,65.47619047619047
Bonduelle Groenten voor soep pompoen & wortel,https://www.ah.nl/producten/product/wi509502/bonduelle-groenten-voor-soep-pompoen-en-wortel,2.99,600.0,g,A,7.0,1.0,0.4,0.0,35.6,213.6,6.0,42.0,2.4,0.0,0.11235955056179775,0.7865168539325843,0.10112359550561797,0.0,13.99812734082397,49.833333333333336,7.119047619047619,124.58333333333334
AH Spruitjes,https://www.ah.nl/producten/product/wi213895/ah-spruitjes,1.15,450.0,g,A,3.5,3.2,0.3,0.0,29.5,132.75,14.4,15.75,1.35,0.0,0.43389830508474575,0.4745762711864407,0.09152542372881356,0.0,8.662900188323917,7.98611111111111,7.3015873015873005,85.18518518518516
CoolBest Premium Pineapple,https://www.ah.nl/producten/product/wi475653/coolbest-premium-pineapple,2.59,1000.0,ml,,11.6,0.3,0.0,0.0,47.6,476.0,3.0,116.0,0.0,0.0,0.025210084033613446,0.9747899159663865,0.0,0.0,5.4411764705882355,86.33333333333333,2.2327586206896552,inf
AH Gourmande aardappelen,https://www.ah.nl/producten/product/wi187351/ah-gourmande-aardappelen,2.99,1500.0,g,A,19.0,2.0,0.0,0.0,84.0,1260.0,30.0,285.0,0.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,2.373015873015873,9.966666666666667,1.0491228070175438,inf
AH Artisjokharten,https://www.ah.nl/producten/product/wi104261/ah-artisjokharten,2.29,390.0,g,A,5.7,1.2,0.2,0.0,29.400000000000002,114.66,4.68,22.23,0.78,0.0,0.16326530612244897,0.7755102040816327,0.06122448979591837,0.0,19.97209140066283,48.93162393162393,10.301394511920828,293.5897435897436
CoolBest Fruitontbijt sinaasappel aardbei,https://www.ah.nl/producten/product/wi475659/coolbest-fruitontbijt-sinaasappel-aardbei,2.19,750.0,ml,,12.0,0.8,0.5,0.0,55.7,417.75,6.0,90.0,3.75,0.0,0.05745062836624776,0.8617594254937163,0.0807899461400359,0.0,5.242369838420108,36.5,2.433333333333333,58.4
AH Kleine salade parelcouscous pesto,https://www.ah.nl/producten/product/wi405210/ah-kleine-salade-parelcouscous-pesto,2.89,200.0,g,B,15.0,4.3,8.1,0.0,150.1,300.2,8.6,30.0,16.2,0.0,0.1145902731512325,0.39973351099267157,0.4856762158560959,0.0,9.626915389740173,33.6046511627907,9.633333333333333,17.839506172839506
AH Doperwten 0% zout,https://www.ah.nl/producten/product/wi492395/ah-doperwten-0-zout,1.39,680.0,g,A,5.5,4.8,0.6,0.0,46.6,316.88,32.64,37.4,4.08,0.0,0.41201716738197425,0.4721030042918455,0.11587982832618025,0.0,4.386518555920222,4.258578431372549,3.716577540106952,34.068627450980394
AH Luxe roerbak Italiaans,https://www.ah.nl/producten/product/wi525248/ah-luxe-roerbak-italiaans,2.99,400.0,g,A,3.3,2.1,0.2,0.0,23.400000000000002,93.6,8.4,13.2,0.8,0.0,0.35897435897435903,0.5641025641025641,0.07692307692307693,0.0,31.944444444444446,35.595238095238095,22.651515151515152,373.75
AH Rauwkost kool peen,https://www.ah.nl/producten/product/wi482848/ah-rauwkost-kool-peen,1.0,150.0,g,A,4.8,1.3,0.2,0.0,26.2,39.3,1.95,7.2,0.3,0.0,0.1984732824427481,0.7328244274809161,0.06870229007633588,0.0,25.445292620865143,51.282051282051285,13.88888888888889,333.33333333333337
AH Bramen,https://www.ah.nl/producten/product/wi128696/ah-bramen,2.89,125.0,g,A,5.1,0.9,0.2,0.0,25.8,32.25,1.125,6.375,0.25,0.0,0.13953488372093023,0.7906976744186046,0.06976744186046512,0.0,89.6124031007752,256.8888888888889,45.333333333333336,1156.0
CoolBest Fruitontbijt sinaasappel banaan,https://www.ah.nl/producten/product/wi475651/coolbest-fruitontbijt-sinaasappel-banaan,2.19,750.0,ml,,9.8,0.8,0.08,0.0,43.120000000000005,323.40000000000003,6.0,73.50000000000001,0.6,0.0,0.07421150278293134,0.9090909090909092,0.01669758812615955,0.0,6.771799628942485,36.5,2.979591836734693,365.0
Bieze Rauwkost coleslaw,https://www.ah.nl/producten/product/wi203226/bieze-rauwkost-coleslaw,1.89,250.0,g,,9.0,1.0,10.5,0.0,134.5,336.25,2.5,22.5,26.25,0.0,0.02973977695167286,0.26765799256505574,0.7026022304832714,0.0,5.620817843866171,75.6,8.4,7.2
AH Biologisch Waterkers,https://www.ah.nl/producten/product/wi107669/ah-biologisch-waterkers,1.99,75.0,g,A,1.3,2.3,0.1,0.0,15.299999999999999,11.475,1.725,0.975,0.075,0.0,0.6013071895424837,0.33986928104575165,0.058823529411764705,0.0,173.42047930283226,115.3623188405797,204.10256410256412,2653.3333333333335
Valle del sole Chick peas,https://www.ah.nl/producten/product/wi198140/valle-del-sole-chick-peas,1.75,800.0,g,,8.6,4.3,1.3,0.0,63.3,506.4,34.4,68.8,10.4,0.0,0.2717219589257504,0.5434439178515008,0.18483412322274884,0.0,3.4557661927330177,5.087209302325582,2.543604651162791,16.826923076923077
AH IJsbergsla melange,https://www.ah.nl/producten/product/wi435499/ah-ijsbergsla-melange,0.99,100.0,g,A,2.0,1.1,0.2,0.0,14.200000000000001,14.2,1.1,2.0,0.2,0.0,0.3098591549295775,0.5633802816901409,0.1267605633802817,0.0,69.71830985915493,89.99999999999999,49.5,495.0
AH Galia Meloen,https://www.ah.nl/producten/product/wi512049/ah-galia-meloen,2.5,225.0,g,A,5.5,0.5,0.1,0.0,24.9,56.025,1.125,12.375,0.225,0.0,0.08032128514056225,0.8835341365461847,0.03614457831325301,0.0,44.62293618920125,222.22222222222223,20.2020202020202,1111.111111111111
AH Hollandse bruine bonen,https://www.ah.nl/producten/product/wi849/ah-hollandse-bruine-bonen,0.65,360.0,g,A,18.0,6.5,0.7,0.0,104.3,375.48,23.4,64.8,2.5199999999999996,0.0,0.24928092042185998,0.6903163950143816,0.06040268456375838,0.0,1.7311175029295833,2.777777777777778,1.0030864197530864,25.793650793650798
CoolBest Pink grapefruit,https://www.ah.nl/producten/product/wi475887/coolbest-pink-grapefruit,2.59,1000.0,ml,,8.3,0.5,0.0,0.0,35.2,352.0,5.0,83.0,0.0,0.0,0.056818181818181816,0.9431818181818182,0.0,0.0,7.357954545454546,51.8,3.1204819277108435,inf
AH Biologisch Koningsoesterzwam,https://www.ah.nl/producten/product/wi487373/ah-biologisch-koningsoesterzwam,2.49,140.0,g,A,2.2,2.9,0.5,0.0,24.9,34.86,4.06,3.08,0.7,0.0,0.465863453815261,0.3534136546184739,0.18072289156626506,0.0,71.42857142857143,61.33004926108376,80.84415584415585,355.7142857142858
AH Witte bonen in tomatensaus,https://www.ah.nl/producten/product/wi796/ah-witte-bonen-in-tomatensaus,0.69,400.0,g,A,12.0,5.3,0.5,0.0,73.7,294.8,21.2,48.0,2.0,0.0,0.28765264586160105,0.6512890094979646,0.06105834464043419,0.0,2.340569877883311,3.2547169811320757,1.4375,34.5
AH Biologisch Alfalfa,https://www.ah.nl/producten/product/wi545726/ah-biologisch-alfalfa,1.19,40.0,g,A,2.9,2.4,0.7,0.0,27.5,11.0,0.96,1.16,0.28,0.0,0.34909090909090906,0.4218181818181818,0.22909090909090912,0.0,108.18181818181819,123.95833333333334,102.58620689655173,424.99999999999994
AH Biologisch Iets kruimig roodschillig,https://www.ah.nl/producten/product/wi428726/ah-biologisch-iets-kruimig-roodschillig,2.39,1000.0,g,A,19.0,2.0,0.0,0.0,84.0,840.0,20.0,190.0,0.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,2.8452380952380953,11.95,1.2578947368421052,inf
AH Schijven ananas op sap,https://www.ah.nl/producten/product/wi859/ah-schijven-ananas-op-sap,1.85,567.0,g,A,13.0,0.3,0.1,0.0,54.1,306.747,1.7009999999999998,73.71,0.5670000000000001,0.0,0.022181146025878,0.9611829944547133,0.016635859519408505,0.0,6.031028828317799,108.75955320399765,2.5098358431691765,326.2786596119929
AH Prei a la creme deelblokjes,https://www.ah.nl/producten/product/wi63686/ah-prei-a-la-creme-deelblokjes,1.55,450.0,g,A,5.3,1.6,2.4,0.0,49.2,221.4,7.2,23.85,10.8,0.0,0.13008130081300812,0.43089430894308944,0.43902439024390244,0.0,7.000903342366757,21.52777777777778,6.49895178197065,14.351851851851851
