product,url,price,amount,unit,nutriscore,carbs_100g,protein_100g,fat_100g,alcohol_100g,calories_100g,calories,protein,carbs,fat,alcohol,perc_calories_protein,perc_calories_carbs,perc_calories_fat,perc_calories_alcohol,price_1000_calories,price_100g_protein,price_100g_carbs,price_100g_fat
AH Rijkgevulde champignonsoep,https://www.ah.nl/producten/product/wi124141/ah-rijkgevulde-champignonsoep,0.99,300.0,ml,C,3.6,1.2,3.8,0.0,53.39999999999999,160.2,3.6,10.8,11.4,0.0,0.08988764044943821,0.26966292134831465,0.6404494382022473,0.0,6.179775280898877,27.5,9.166666666666666,8.68421052631579
Knorr Mix jus met uitjes,https://www.ah.nl/producten/product/wi170028/knorr-mix-jus-met-uitjes,0.69,24.0,g,,5.0,0.7,13.0,0.0,139.8,33.552,0.16799999999999998,1.2,3.12,0.0,0.02002861230329041,0.14306151645207438,0.8369098712446352,0.0,20.565092989985693,410.7142857142858,57.5,22.115384615384613
Verstegen Kruidenmix voor zuurkool,https://www.ah.nl/producten/product/wi216653/verstegen-kruidenmix-voor-zuurkool,1.29,10.0,g,,42.0,7.2,3.5,0.0,228.3,22.83,0.72,4.2,0.35,0.0,0.126149802890933,0.7358738501971092,0.13797634691195795,0.0,56.504599211563736,179.16666666666669,30.71428571428571,368.5714285714286
AH Piccalilly,https://www.ah.nl/producten/product/wi119103/ah-piccalilly,0.85,335.0,g,C,9.7,1.0,1.5,0.0,56.3,188.605,3.35,32.495,5.025,0.0,0.07104795737122559,0.6891651865008881,0.23978685612788633,0.0,4.5067734153389365,25.37313432835821,2.61578704416064,16.915422885572138
Verstegen Kruidenmix voor gehakt stroganoff,https://www.ah.nl/producten/product/wi198187/verstegen-kruidenmix-voor-gehakt-stroganoff,1.19,40.0,g,,55.9,10.5,3.3,0.0,295.3,118.12,4.2,22.36,1.32,0.0,0.14222824246528953,0.7571960717913986,0.10057568574331188,0.0,10.074500507958009,28.333333333333332,5.322003577817531,90.15151515151514
Conimex Javaanse boontjes boemboe,https://www.ah.nl/producten/product/wi226052/conimex-javaanse-boontjes-boemboe,1.49,95.0,g,,19.0,2.0,1.9,0.0,101.1,96.045,1.9,18.05,1.805,0.0,0.0791295746785361,0.751730959446093,0.16913946587537093,0.0,15.513561351449841,78.42105263157895,8.254847645429363,82.54847645429363
Maggi Kippen bouillon,https://www.ah.nl/producten/product/wi189390/maggi-kippen-bouillon,1.69,154.0,g,,0.7,0.1,0.1,0.0,4.1,6.314,0.154,1.078,0.154,0.0,0.0975609756097561,0.6829268292682927,0.2195121951219512,0.0,267.65917009819447,1097.4025974025974,156.7717996289425,1097.4025974025974
Kesbeke Zoet-zure augurken plakjes,https://www.ah.nl/producten/product/wi199154/kesbeke-zoet-zure-augurken-plakjes,1.59,395.0,g,,3.6,1.0,0.0,0.0,18.4,72.67999999999999,3.95,14.22,0.0,0.0,0.2173913043478261,0.7826086956521741,0.0,0.0,21.876719867914147,40.25316455696203,11.181434599156118,inf
Calvé Mayonaise,https://www.ah.nl/producten/product/wi199281/calve-mayonaise,1.55,225.0,ml,,3.5,0.9,69.0,0.0,638.6,1436.85,2.025,7.875,155.25,0.0,0.005637331663012841,0.02192295646727216,0.9724397118697151,0.0,1.0787486515641855,76.54320987654322,19.682539682539684,0.998389694041868
Honig Basis voor champignonsoep,https://www.ah.nl/producten/product/wi421310/honig-basis-voor-champignonsoep,1.69,55.0,g,,3.7,0.7,0.1,0.0,18.5,10.175,0.385,2.035,0.055,0.0,0.15135135135135133,0.8,0.048648648648648644,0.0,166.0933660933661,438.9610389610389,83.04668304668304,3072.7272727272725
Conimex Boemboe groene curry,https://www.ah.nl/producten/product/wi212987/conimex-boemboe-groene-curry,1.59,95.0,g,,17.0,6.8,4.0,0.0,131.2,124.63999999999999,6.46,16.15,3.8,0.0,0.20731707317073172,0.5182926829268293,0.27439024390243905,0.0,12.75673940949936,24.613003095975234,9.845201238390093,41.8421052631579
AH Rijkgevulde bruine bonensoep,https://www.ah.nl/producten/product/wi922/ah-rijkgevulde-bruine-bonensoep,1.59,800.0,ml,A,8.3,4.2,2.6,0.0,73.4,587.2,33.6,66.4,20.8,0.0,0.22888283378746593,0.45231607629427795,0.3188010899182561,0.0,2.7077656675749315,4.732142857142857,2.3945783132530116,7.644230769230769
Maggi Kippen bouillon minder zout,https://www.ah.nl/producten/product/wi198974/maggi-kippen-bouillon-minder-zout,1.29,72.0,g,,0.3,0.1,0.1,0.0,2.5,1.8,0.07200000000000001,0.21599999999999997,0.07200000000000001,0.0,0.16,0.4799999999999999,0.36000000000000004,0.0,716.6666666666666,1791.6666666666665,597.2222222222223,1791.6666666666665
Verstegen Zakje provencaalse kruiden,https://www.ah.nl/producten/product/wi414971/verstegen-zakje-provencaalse-kruiden,1.49,10.0,g,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
AH Mix voor gehakt met ui,https://www.ah.nl/producten/product/wi164648/ah-mix-voor-gehakt-met-ui,0.99,40.0,g,D,62.0,10.0,2.5,0.0,310.5,124.2,4.0,24.8,1.0,0.0,0.1288244766505636,0.7987117552334944,0.07246376811594203,0.0,7.971014492753623,24.75,3.9919354838709675,99.0
Bonduelle Linzen Bio,https://www.ah.nl/producten/product/wi468601/bonduelle-linzen-bio,1.69,160.0,g,A,15.4,9.0,0.7,0.0,103.89999999999999,166.24,14.4,24.64,1.12,0.0,0.34648700673724736,0.5928777670837343,0.060635226179018294,0.0,10.166025024061597,11.73611111111111,6.858766233766233,150.89285714285714
Unox Good noodles met de smaak van rund,https://www.ah.nl/producten/product/wi478240/unox-good-noodles-met-de-smaak-van-rund,1.65,63.0,g,,11.0,1.9,3.5,0.0,83.1,52.352999999999994,1.1969999999999998,6.93,2.205,0.0,0.0914560770156438,0.529482551143201,0.37906137184115524,0.0,31.516818520428632,137.84461152882207,23.80952380952381,74.82993197278911
Knorr Groente légumes bouillon zero salt,https://www.ah.nl/producten/product/wi495298/knorr-groente-legumes-bouillon-zero-salt,1.79,72.0,g,,1.1,0.5,0.5,0.0,10.9,7.848000000000001,0.36,0.792,0.36,0.0,0.18348623853211007,0.40366972477064217,0.4128440366972476,0.0,228.08358817533127,497.22222222222223,226.010101010101,497.22222222222223
Duyvis Kruidenboter knoflook,https://www.ah.nl/producten/product/wi124798/duyvis-kruidenboter-knoflook,0.45,6.0,g,,43.0,7.7,35.0,0.0,517.8,31.067999999999998,0.462,2.58,2.1,0.0,0.05948242564696795,0.33217458478176903,0.6083429895712631,0.0,14.484356894553883,97.4025974025974,17.441860465116278,21.428571428571427
Knorr Mix kerriesaus,https://www.ah.nl/producten/product/wi159512/knorr-mix-kerriesaus,0.99,28.0,g,,7.9,2.2,2.3,0.0,61.10000000000001,17.108,0.6160000000000001,2.212,0.6439999999999999,0.0,0.1440261865793781,0.5171849427168577,0.3387888707037643,0.0,57.867664250642974,160.7142857142857,44.75587703435804,153.72670807453417
AH Naturel sladressing,https://www.ah.nl/producten/product/wi163261/ah-naturel-sladressing,1.25,450.0,ml,C,9.3,0.1,0.1,0.0,38.5,173.25,0.45,41.85,0.45,0.0,0.01038961038961039,0.9662337662337662,0.023376623376623374,0.0,7.215007215007215,277.77777777777777,2.986857825567503,277.77777777777777
Unox Stevige goulashsoep,https://www.ah.nl/producten/product/wi165821/unox-stevige-goulashsoep,1.45,300.0,ml,,5.8,2.0,1.6,0.0,45.6,136.8,6.0,17.4,4.8,0.0,0.17543859649122806,0.5087719298245613,0.31578947368421045,0.0,10.599415204678362,24.166666666666668,8.333333333333334,30.208333333333336
Wijko Satésaus,https://www.ah.nl/producten/product/wi213112/wijko-satesaus,1.65,250.0,g,,39.0,13.0,26.0,0.0,442.0,1105.0,32.5,97.5,65.0,0.0,0.11764705882352941,0.35294117647058826,0.5294117647058824,0.0,1.493212669683258,5.076923076923077,1.6923076923076923,2.5384615384615383
Polenghi Citroensap,https://www.ah.nl/producten/product/wi230437/polenghi-citroensap,0.99,125.0,ml,,2.0,0.4,0.03,0.0,9.87,12.3375,0.5,2.5,0.0375,0.0,0.16210739614994935,0.8105369807497467,0.027355623100303948,0.0,80.24316109422492,198.0,39.6,2640.0
Honig Basis voor vermicellisoep,https://www.ah.nl/producten/product/wi37169/honig-basis-voor-vermicellisoep,1.45,96.0,g,,4.2,1.0,0.3,0.0,23.5,22.56,0.96,4.032,0.288,0.0,0.1702127659574468,0.7148936170212766,0.11489361702127658,0.0,64.27304964539007,151.04166666666669,35.96230158730159,503.4722222222223
Knorr Mix jachtsaus,https://www.ah.nl/producten/product/wi159529/knorr-mix-jachtsaus,1.05,27.0,g,,5.7,1.4,0.5,0.0,32.9,8.883,0.37799999999999995,1.5390000000000001,0.135,0.0,0.1702127659574468,0.6930091185410335,0.13677811550151978,0.0,118.20330969267141,277.7777777777778,68.2261208576998,777.7777777777777
Knorr Mix stroganoff saus,https://www.ah.nl/producten/product/wi159530/knorr-mix-stroganoff-saus,1.15,42.0,g,,7.4,1.3,3.1,0.0,62.7,26.334,0.546,3.108,1.3020000000000003,0.0,0.08293460925039874,0.4720893141945774,0.44497607655502397,0.0,43.669780511885776,210.62271062271057,37.001287001287,88.32565284178185
Verstegen Kruidenmix voor shoarma,https://www.ah.nl/producten/product/wi165565/verstegen-kruidenmix-voor-shoarma,1.29,30.0,g,,31.4,9.4,9.0,0.0,244.2,73.26,2.82,9.42,2.7,0.0,0.15397215397215394,0.5143325143325143,0.33169533169533166,0.0,17.60851760851761,45.74468085106383,13.694267515923567,47.77777777777777
Santa Maria Dip mix American ranch,https://www.ah.nl/producten/product/wi425971/santa-maria-dip-mix-american-ranch,0.99,14.0,g,,48.0,9.5,1.6,0.0,244.4,34.216,1.33,6.72,0.22400000000000003,0.0,0.15548281505728315,0.7855973813420621,0.05891980360065468,0.0,28.933832125321487,74.4360902255639,14.732142857142858,441.96428571428567
AH Mayonaise,https://www.ah.nl/producten/product/wi903/ah-mayonaise,1.29,350.0,ml,D,2.8,1.0,67.0,0.0,618.2,2163.7000000000003,3.5,9.799999999999999,234.5,0.0,0.006470397929472662,0.01811711420252345,0.9754124878680037,0.0,0.5962009520728381,36.857142857142854,13.163265306122451,0.5501066098081023
AH Biologisch Rode wijnazijn,https://www.ah.nl/producten/product/wi58479/ah-biologisch-rode-wijnazijn,1.49,250.0,ml,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
AH Boemboe nasi goreng,https://www.ah.nl/producten/product/wi169326/ah-boemboe-nasi-goreng,0.99,100.0,g,A,19.0,8.8,3.5,0.0,142.7,142.7,8.8,19.0,3.5,0.0,0.2466713384723196,0.5325858444288718,0.22074281709880872,0.0,6.937631394533988,11.249999999999998,5.2105263157894735,28.285714285714285
Marne Franse mosterd,https://www.ah.nl/producten/product/wi189141/marne-franse-mosterd,1.39,200.0,g,,6.5,6.7,7.1,0.0,116.69999999999999,233.39999999999998,13.4,13.0,14.2,0.0,0.22964867180805487,0.2227934875749786,0.5475578406169667,0.0,5.955441302485005,10.373134328358208,10.692307692307692,9.788732394366198
Heinz Tomato Frito olive,https://www.ah.nl/producten/product/wi416526/heinz-tomato-frito-olive,1.09,350.0,g,,8.1,1.2,3.6,0.0,69.6,243.59999999999997,4.2,28.35,12.6,0.0,0.06896551724137932,0.46551724137931044,0.4655172413793104,0.0,4.474548440065682,25.952380952380956,3.844797178130512,8.650793650793652
AH Basis pastasaus kappertjes-oregano,https://www.ah.nl/producten/product/wi416652/ah-basis-pastasaus-kappertjes-oregano,1.09,390.0,g,A,6.1,1.5,0.9,0.0,38.5,150.15,5.85,23.79,3.51,0.0,0.15584415584415584,0.6337662337662338,0.21038961038961035,0.0,7.259407259407259,18.632478632478637,4.581757040773435,31.05413105413106
Maggi Braadstomen provençaal,https://www.ah.nl/producten/product/wi237857/maggi-braadstomen-provencaal,1.59,28.0,g,,51.7,7.7,5.1,0.0,283.5,79.38,2.156,14.476,1.428,0.0,0.10864197530864199,0.7294532627865962,0.1619047619047619,0.0,20.030234315948604,73.74768089053804,10.983697153909919,111.34453781512606
Honig Basis voor franse uiensoep,https://www.ah.nl/producten/product/wi162828/honig-basis-voor-franse-uiensoep,1.59,64.0,g,,2.7,0.3,0.1,0.0,12.9,8.256,0.192,1.7280000000000002,0.064,0.0,0.09302325581395349,0.8372093023255814,0.06976744186046513,0.0,192.5872093023256,828.125,92.01388888888887,2484.375
AH Biologisch Mayonaise,https://www.ah.nl/producten/product/wi199231/ah-biologisch-mayonaise,1.79,250.0,ml,D,3.3,1.0,67.0,0.0,620.2,1550.5,2.5,8.25,167.5,0.0,0.0064495324089003546,0.02128345694937117,0.9722670106417285,0.0,1.1544663011931635,71.6,21.696969696969695,1.0686567164179104
AH Kalfsragout,https://www.ah.nl/producten/product/wi1542/ah-kalfsragout,1.39,400.0,g,C,7.2,3.5,4.3,0.0,81.5,326.0,14.0,28.8,17.2,0.0,0.17177914110429449,0.35337423312883437,0.4748466257668711,0.0,4.263803680981595,9.928571428571429,4.826388888888888,8.08139534883721
Knorr Mix vis-dillesaus,https://www.ah.nl/producten/product/wi159532/knorr-mix-vis-dillesaus,1.09,42.0,g,,7.3,1.6,3.4,0.0,66.2,27.804000000000002,0.672,3.066,1.428,0.0,0.09667673716012085,0.4410876132930513,0.4622356495468278,0.0,39.20299237519781,162.20238095238096,35.551206784083504,76.33053221288517
Bonduelle Tuinboontjes,https://www.ah.nl/producten/product/wi190836/bonduelle-tuinboontjes,1.05,155.0,g,A,6.6,6.5,0.5,0.0,56.9,88.195,10.075,10.23,0.775,0.0,0.45694200351493847,0.4639718804920914,0.07908611599297014,0.0,11.905436816146041,10.421836228287843,10.263929618768328,135.48387096774192
Kesbeke Zoet-zure augurken blokjes,https://www.ah.nl/producten/product/wi199157/kesbeke-zoet-zure-augurken-blokjes,1.59,395.0,g,,3.6,1.0,0.0,0.0,18.4,72.67999999999999,3.95,14.22,0.0,0.0,0.2173913043478261,0.7826086956521741,0.0,0.0,21.876719867914147,40.25316455696203,11.181434599156118,inf
Calvé Mayonaise,https://www.ah.nl/producten/product/wi474858/calve-mayonaise,1.19,125.0,ml,,3.8,0.9,70.0,0.0,648.8,811.0,1.125,4.75,87.5,0.0,0.005548705302096177,0.02342786683107275,0.971023427866831,0.0,1.467324290998767,105.77777777777777,25.05263157894737,1.36
Honig Basis voor juliennesoep,https://www.ah.nl/producten/product/wi37142/honig-basis-voor-juliennesoep,1.59,40.0,g,,1.4,0.4,0.2,0.0,9.0,3.6,0.16,0.56,0.08,0.0,0.17777777777777778,0.6222222222222222,0.19999999999999998,0.0,441.66666666666663,993.75,283.9285714285714,1987.5
AH Wrap saus fajita,https://www.ah.nl/producten/product/wi140614/ah-wrap-saus-fajita,1.05,230.0,g,C,8.5,1.0,0.2,0.0,39.8,91.54,2.3,19.55,0.46,0.0,0.10050251256281406,0.8542713567839195,0.04522613065326633,0.0,11.470395455538561,45.652173913043484,5.370843989769821,228.26086956521738
Bonduelle Jonge kapucijners,https://www.ah.nl/producten/product/wi164338/bonduelle-jonge-kapucijners,1.29,200.0,g,A,8.5,5.3,0.4,0.0,58.800000000000004,117.6,10.6,17.0,0.8,0.0,0.36054421768707484,0.5782312925170068,0.06122448979591837,0.0,10.96938775510204,12.169811320754718,7.588235294117647,161.25
Knorr Mix champignonsaus,https://www.ah.nl/producten/product/wi159526/knorr-mix-champignonsaus,0.95,40.0,g,,6.4,1.5,3.9,0.0,66.7,26.68,0.6,2.56,1.56,0.0,0.08995502248875561,0.383808095952024,0.5262368815592204,0.0,35.6071964017991,158.33333333333334,37.109375,60.8974358974359
AH Boemboe sajoer boontjes,https://www.ah.nl/producten/product/wi183154/ah-boemboe-sajoer-boontjes,0.99,100.0,g,A,18.0,2.2,1.0,0.0,89.8,89.8,2.2,18.0,1.0,0.0,0.0979955456570156,0.801781737193764,0.1002227171492205,0.0,11.024498886414253,44.99999999999999,5.5,99.0
Santa Maria Seasoning mix for chicken taco,https://www.ah.nl/producten/product/wi425868/santa-maria-seasoning-mix-for-chicken-taco,0.99,28.0,g,,36.0,9.8,6.3,0.0,239.89999999999998,67.17199999999998,2.744,10.08,1.764,0.0,0.16340141725719054,0.6002501042100877,0.236348478532722,0.0,14.738283808729832,36.07871720116618,9.821428571428571,56.12244897959184
AH Champignonragout,https://www.ah.nl/producten/product/wi33269/ah-champignonragout,1.39,400.0,g,C,7.5,1.7,3.0,0.0,63.8,255.2,6.8,30.0,12.0,0.0,0.10658307210031348,0.4702194357366771,0.42319749216300945,0.0,5.446708463949843,20.441176470588236,4.633333333333334,11.583333333333334
Kühne Gurken viertal zoetzuur,https://www.ah.nl/producten/product/wi183202/kuhne-gurken-viertal-zoetzuur,1.49,330.0,g,,8.8,0.6,0.1,0.0,38.5,127.05,1.98,29.040000000000006,0.33,0.0,0.06233766233766234,0.9142857142857145,0.023376623376623377,0.0,11.72766627312082,75.25252525252526,5.130853994490357,451.5151515151515
Zonnatura Bouillon tuinkruiden bio,https://www.ah.nl/producten/product/wi369364/zonnatura-bouillon-tuinkruiden-bio,1.69,60.0,g,,0.6,0.5,0.5,0.0,8.9,5.34,0.3,0.36,0.3,0.0,0.2247191011235955,0.2696629213483146,0.5056179775280899,0.0,316.4794007490637,563.3333333333334,469.44444444444446,563.3333333333334
Unox Good Noodles Garnaal,https://www.ah.nl/producten/product/wi494826/unox-good-noodles-garnaal,1.59,65.0,g,,10.0,1.7,3.8,0.0,81.0,52.65,1.105,6.5,2.47,0.0,0.08395061728395062,0.4938271604938272,0.4222222222222222,0.0,30.1994301994302,143.89140271493213,24.46153846153846,64.37246963562752
Kühne Mierikswortel,https://www.ah.nl/producten/product/wi37967/kuhne-mierikswortel,1.39,140.0,g,,16.0,2.3,11.0,0.0,172.2,241.08,3.22,22.4,15.4,0.0,0.053426248548199766,0.37166085946573746,0.5749128919860627,0.0,5.765720922515348,43.16770186335403,6.205357142857143,9.025974025974026
Maggi Rundvlees bouillon minder zout,https://www.ah.nl/producten/product/wi160958/maggi-rundvlees-bouillon-minder-zout,1.35,72.0,g,,0.3,0.1,0.1,0.0,2.5,1.8,0.07200000000000001,0.21599999999999997,0.07200000000000001,0.0,0.16,0.4799999999999999,0.36000000000000004,0.0,750.0,1874.9999999999998,625.0000000000001,1874.9999999999998
Statesman Haringfilets in tomatensaus msc,https://www.ah.nl/producten/product/wi200104/statesman-haringfilets-in-tomatensaus-msc,1.05,190.0,g,,5.7,12.0,14.0,0.0,196.8,373.92,22.8,10.83,26.6,0.0,0.24390243902439024,0.11585365853658536,0.6402439024390244,0.0,2.8080872913992296,4.605263157894736,9.695290858725762,3.9473684210526314
Remia Salata mosterd honing dressing,https://www.ah.nl/producten/product/wi216012/remia-salata-mosterd-honing-dressing,1.55,250.0,ml,,17.0,0.8,21.0,0.0,260.2,650.5,2.0,42.5,52.5,0.0,0.012298232129131437,0.26133743274404303,0.7263643351268255,0.0,2.382782475019216,77.5,3.6470588235294117,2.9523809523809526
Nissin Soba teriyaki noodles,https://www.ah.nl/producten/product/wi237261/nissin-soba-teriyaki-noodles,1.09,110.0,g,,26.3,4.8,9.8,0.0,212.60000000000002,233.86000000000004,5.28,28.93,10.78,0.0,0.090310442144873,0.49482596425211656,0.4148635936030103,0.0,4.66090823569657,20.643939393939394,3.7677151745592816,10.111317254174399
Lay's Dipsaus fantasia,https://www.ah.nl/producten/product/wi535130/lay-s-dipsaus-fantasia,0.49,6.0,g,B,78.0,4.1,1.2,0.0,339.2,20.351999999999997,0.24599999999999997,4.68,0.072,0.0,0.04834905660377359,0.919811320754717,0.031839622641509434,0.0,24.076257861635224,199.18699186991873,10.47008547008547,680.5555555555557
AH Rijkgevulde groentesoep,https://www.ah.nl/producten/product/wi166735/ah-rijkgevulde-groentesoep,0.99,300.0,ml,C,2.4,1.3,1.5,0.0,28.3,84.9,3.9,7.2,4.5,0.0,0.18374558303886923,0.33922261484098937,0.4770318021201413,0.0,11.66077738515901,25.384615384615387,13.75,22.0
Verstegen Kruidenmix voor gyros,https://www.ah.nl/producten/product/wi198209/verstegen-kruidenmix-voor-gyros,1.29,30.0,g,,34.3,8.1,4.1,0.0,206.5,61.95,2.43,10.29,1.2299999999999998,0.0,0.15690072639225183,0.6644067796610169,0.1786924939467312,0.0,20.82324455205811,53.08641975308642,12.536443148688047,104.87804878048783
Knorr Mix voor groentesoep,https://www.ah.nl/producten/product/wi223832/knorr-mix-voor-groentesoep,0.89,62.0,g,,2.3,0.5,0.5,0.0,15.7,9.734,0.31,1.426,0.31,0.0,0.12738853503184713,0.5859872611464968,0.28662420382165604,0.0,91.43209369221286,287.0967741935484,62.41234221598878,287.0967741935484
AH Augurken zuur,https://www.ah.nl/producten/product/wi53860/ah-augurken-zuur,1.19,670.0,g,A,1.3,0.6,0.2,0.0,9.4,62.98,4.02,8.71,1.34,0.0,0.2553191489361702,0.5531914893617023,0.1914893617021277,0.0,18.894887265798666,29.601990049751247,13.662456946039034,88.80597014925372
AH Doperwten wortelen,https://www.ah.nl/producten/product/wi160586/ah-doperwten-wortelen,0.95,180.0,g,A,4.9,2.7,0.6,0.0,35.800000000000004,64.44000000000001,4.86,8.82,1.08,0.0,0.30167597765363124,0.5474860335195529,0.15083798882681562,0.0,14.742396027312227,19.547325102880656,10.770975056689341,87.96296296296296
AH Rijkgevulde bruine bonensoep,https://www.ah.nl/producten/product/wi165792/ah-rijkgevulde-bruine-bonensoep,0.99,300.0,ml,A,8.3,4.2,2.6,0.0,73.4,220.2,12.6,24.9,7.8,0.0,0.22888283378746593,0.45231607629427795,0.3188010899182562,0.0,4.4959128065395095,7.857142857142858,3.9759036144578315,12.692307692307693
Kokki Djawa Boemboe bami goreng,https://www.ah.nl/producten/product/wi199086/kokki-djawa-boemboe-bami-goreng,0.99,100.0,g,,17.2,3.6,0.3,0.0,85.9,85.9,3.6,17.2,0.3,0.0,0.16763678696158324,0.8009313154831198,0.03143189755529685,0.0,11.525029103608846,27.5,5.7558139534883725,330.0
AH Sambal Oelek,https://www.ah.nl/producten/product/wi450146/ah-sambal-oelek,1.29,200.0,g,A,2.5,2.6,2.1,0.0,39.3,78.6,5.2,5.0,4.2,0.0,0.2646310432569975,0.2544529262086514,0.4809160305343512,0.0,16.412213740458018,24.807692307692307,25.8,30.71428571428571
Nongshim Veggie ramen noodles,https://www.ah.nl/producten/product/wi485651/nongshim-veggie-ramen-noodles,1.35,120.0,g,,67.0,9.0,14.0,0.0,430.0,516.0,10.8,80.4,16.8,0.0,0.08372093023255814,0.6232558139534884,0.2930232558139535,0.0,2.616279069767442,12.5,1.6791044776119401,8.035714285714285
AH Yogonaise,https://www.ah.nl/producten/product/wi535125/ah-yogonaise,1.29,600.0,ml,D,13.0,1.2,26.0,0.0,290.8,1744.8,7.2,78.0,156.0,0.0,0.016506189821182946,0.17881705639614856,0.8046767537826686,0.0,0.7393397524071527,17.916666666666668,1.6538461538461537,0.8269230769230769
Bonduelle Doperwtjes & worteltjes zeer fijn,https://www.ah.nl/producten/product/wi195557/bonduelle-doperwtjes-en-worteltjes-zeer-fijn,1.29,305.0,g,A,6.0,3.6,0.6,0.0,43.8,133.59,10.98,18.3,1.83,0.0,0.3287671232876712,0.547945205479452,0.1232876712328767,0.0,9.656411408039524,11.748633879781421,7.049180327868852,70.49180327868852
Verstegen Kruidenmix voor gehakt met paprika,https://www.ah.nl/producten/product/wi198184/verstegen-kruidenmix-voor-gehakt-met-paprika,1.29,40.0,g,,51.9,10.4,3.5,0.0,280.7,112.28,4.16,20.76,1.4,0.0,0.1482009262557891,0.7395796223726399,0.11221945137157106,0.0,11.489134307089419,31.009615384615383,6.213872832369942,92.14285714285715
AH Kant & klaar jus stamppot,https://www.ah.nl/producten/product/wi398478/ah-kant-en-klaar-jus-stamppot,1.29,85.0,ml,C,5.0,1.5,4.0,0.0,62.0,52.7,1.275,4.25,3.4,0.0,0.09677419354838708,0.3225806451612903,0.5806451612903225,0.0,24.47817836812144,101.1764705882353,30.352941176470587,37.94117647058824
AH Vissaus,https://www.ah.nl/producten/product/wi496225/ah-vissaus,1.45,250.0,ml,D,7.1,3.2,0.0,0.0,41.2,103.0,8.0,17.75,0.0,0.0,0.3106796116504854,0.6893203883495146,0.0,0.0,14.077669902912621,18.125,8.169014084507042,inf
AH Romige mayonaise,https://www.ah.nl/producten/product/wi425942/ah-romige-mayonaise,0.75,170.0,ml,D,2.8,1.0,67.0,0.0,618.2,1050.94,1.7,4.76,113.9,0.0,0.006470397929472662,0.018117114202523453,0.9754124878680039,0.0,0.7136468304565436,44.11764705882353,15.756302521008404,0.6584723441615452
AH Ravigotesaus,https://www.ah.nl/producten/product/wi475324/ah-ravigotesaus,1.19,300.0,ml,D,9.9,0.8,36.0,0.0,366.8,1100.4,2.4,29.7,108.0,0.0,0.008724100327153761,0.10796074154852779,0.8833151581243184,0.0,1.0814249363867683,49.583333333333336,4.006734006734007,1.1018518518518519
Honig Basis voor Engelse ossenstaartsoep,https://www.ah.nl/producten/product/wi170142/honig-basis-voor-engelse-ossenstaartsoep,1.59,88.0,g,,4.1,0.7,0.4,0.0,22.8,20.064,0.616,3.6079999999999997,0.35200000000000004,0.0,0.12280701754385964,0.719298245614035,0.15789473684210528,0.0,79.24641148325358,258.1168831168831,44.068736141906875,451.7045454545454
Valle del sole Rode splitlinzen,https://www.ah.nl/producten/product/wi235716/valle-del-sole-rode-splitlinzen,1.59,350.0,g,,56.0,24.0,2.0,0.0,338.0,1183.0,84.0,196.0,7.0,0.0,0.28402366863905326,0.6627218934911243,0.05325443786982249,0.0,1.3440405748098057,1.8928571428571428,0.8112244897959183,22.714285714285715
Unox Ragout champignon,https://www.ah.nl/producten/product/wi123804/unox-ragout-champignon,1.79,400.0,g,,7.0,2.5,4.0,0.0,74.0,296.0,10.0,28.0,16.0,0.0,0.13513513513513514,0.3783783783783784,0.4864864864864865,0.0,6.047297297297297,17.9,6.392857142857143,11.1875
Kokki Djawa Boemboe soto,https://www.ah.nl/producten/product/wi199073/kokki-djawa-boemboe-soto,0.99,100.0,g,,13.6,2.6,0.6,0.0,70.2,70.2,2.6,13.6,0.6,0.0,0.14814814814814814,0.7749287749287749,0.07692307692307691,0.0,14.102564102564102,38.07692307692307,7.279411764705882,165.0
Honig Basis voor chinese kippensoep,https://www.ah.nl/producten/product/wi47144/honig-basis-voor-chinese-kippensoep,1.59,56.0,g,,2.7,0.4,0.1,0.0,13.3,7.448,0.22400000000000003,1.5120000000000002,0.05600000000000001,0.0,0.12030075187969926,0.81203007518797,0.06766917293233084,0.0,213.4801288936627,709.8214285714284,105.15873015873014,2839.2857142857138
Calvé Salademix tuinkruiden,https://www.ah.nl/producten/product/wi433693/calve-salademix-tuinkruiden,1.39,24.0,g,,3.9,0.5,44.0,0.0,413.6,99.26400000000001,0.12,0.9359999999999999,10.56,0.0,0.00483558994197292,0.03771760154738878,0.9574468085106382,0.0,14.00306254029658,1158.3333333333335,148.50427350427353,13.162878787878787
Maggi Smaakmaker tomatensoep kruidenmix,https://www.ah.nl/producten/product/wi447335/maggi-smaakmaker-tomatensoep-kruidenmix,1.25,100.0,g,,2.8,2.8,2.3,0.0,43.099999999999994,43.099999999999994,2.8,2.8,2.3,0.0,0.2598607888631091,0.2598607888631091,0.4802784222737819,0.0,29.002320185614852,44.642857142857146,44.642857142857146,54.34782608695652
AH Visbouillon,https://www.ah.nl/producten/product/wi492038/ah-visbouillon,0.65,120.0,g,C,0.5,0.2,0.3,0.0,5.5,6.6,0.24,0.6,0.36,0.0,0.14545454545454545,0.36363636363636365,0.4909090909090909,0.0,98.48484848484848,270.83333333333337,108.33333333333334,180.55555555555557
