Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Url,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt
frisdrank-sappen-koffie-thee,2.09,Fristi Perzik,"1 lPrijs per LT € 2,09",,False,False,https://www.ah.nl/producten/product/wi502943/fristi-perzik,,70 mg,2 g,184 kJ (44 kcal),,,,7.8 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.89,Roosvicee Multivit kiwi-sinaasappel,"1,5 lPrijs per LT € 1,26",,False,False,https://www.ah.nl/producten/product/wi119821/roosvicee-multivit-kiwi-sinaasappel,,,0.1 g,150 kJ (36 kcal),,,,8.6 g,,,,,,0 g,,0.165 mg,,0.21 mg,2.4 mg,,0.9 mg,12 mg,1.8 mg,7.5 µg,11.25 µg,,,,,,0 g,,
frisdrank-sappen-koffie-thee,5.19,Senseo Decaf coffee pads,36 stuks,,False,False,https://www.ah.nl/producten/product/wi134310/senseo-decaf-coffee-pads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank-sappen-koffie-thee,1.39,AH Honing rooibos zoet & intens,20 stuks,Nutri-Score C,False,True,https://www.ah.nl/producten/product/wi381474/ah-honing-rooibos-zoet-en-intens,,,0 g,3 kJ (1 kcal),,,,0.2 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,1.79,AH Cola regular 6-pack,"6 x 500 mlPrijs per LT € 0,60",Nutri-Score E,True,True,https://www.ah.nl/producten/product/wi476719/ah-cola-regular-6-pack,,,0 g,170 kJ (40 kcal),,,,10 g,,,,,,0 g,,,,,,,,,,,,0 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,2.39,Vifit Goedemorgen! aardbei sinaasappel,"1 lPrijs per LT € 2,39",,False,False,https://www.ah.nl/producten/product/wi99037/vifit-goedemorgen-aardbei-sinaasappel,,120 mg,2.9 g,270 kJ (64 kcal),,,,9.9 g,,,,,,0.8 g,,,20 µg,0.14 mg,,,0.14 mg,,,,,1 g,,,,,0.5 g,,
frisdrank-sappen-koffie-thee,1.89,Roosvicee Multivit perzik,"1,5 lPrijs per LT € 1,26",,False,False,https://www.ah.nl/producten/product/wi119819/roosvicee-multivit-perzik,,,0.1 g,150 kJ (36 kcal),,,,8.6 g,,,,,,0 g,,0.165 mg,,0.21 mg,2.4 mg,0.9 mg,0.21 mg,12 mg,1.8 mg,7.5 µg,11.25 µg,,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.19,Appelsientje Bosfruit volle smaak,"1 lPrijs per LT € 2,19",,False,False,https://www.ah.nl/producten/product/wi436169/appelsientje-bosfruit-volle-smaak,,,0.1 g,134 kJ (32 kcal),,,,7.6 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.15,CoolBest Premium orange,"1 lNormale prijs per LT € 2,15",,False,False,https://www.ah.nl/producten/product/wi440574/coolbest-premium-orange,,,0.5 g,113 kJ (27 kcal),,,,5.5 g,,,,,,0 g,,,15.6004 µg,,,,,16 mg,,,,0.37 g,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.99,Pickwick Rooibos variatiebox,20 stuks,,False,False,https://www.ah.nl/producten/product/wi495605/pickwick-rooibos-variatiebox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
