Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Url,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt
pasta-rijst-en-wereldkeuken,2.25,Santa Maria Tortilla wraps tarwe & volkorentarwe M,"320 gPrijs per KG € 7,03",,False,False,https://www.ah.nl/producten/product/wi425972/santa-maria-tortilla-wraps-tarwe-en-volkorentarwe-m,,,8 g,1171 kJ (280 kcal),,,,47 g,,,,,,5.5 g,,,,,,,,,,,,5.2 g,,,,,1.5 g,,
pasta-rijst-en-wereldkeuken,2.29,AH Pastasaus tomaat mascarpone,"225 gPrijs per KG € 10,18",Nutri-Score C,False,True,https://www.ah.nl/producten/product/wi120332/ah-pastasaus-tomaat-mascarpone,,,2.4 g,354 kJ (85 kcal),,,,5.8 g,,,,,,5.5 g,,,,,,,,,,,,1.4 g,,,1.6 g,,3.6 g,,
pasta-rijst-en-wereldkeuken,1.85,Grand' Italia Penne tradizionali,"500 gPrijs per KG € 3,70",,False,False,https://www.ah.nl/producten/product/wi2065/grand-italia-penne-tradizionali,,,13 g,1483 kJ (353 kcal),,,,71 g,,,,,,1.3 g,,,,,,,,,,,,3.7 g,,,,,0.3 g,,
pasta-rijst-en-wereldkeuken,2.39,AH Verse tortelloni verdi ricotta e spinaci,"250 gPrijs per KG € 9,56",Nutri-Score A,False,True,https://www.ah.nl/producten/product/wi62699/ah-verse-tortelloni-verdi-ricotta-e-spinaci,,,10 g,1172 kJ (279 kcal),,,,39 g,,,,,,8 g,,,,,,,,,,,,5.4 g,,,6 g,,2 g,,
pasta-rijst-en-wereldkeuken,1.19,AH Witte snelkook rijst,"400 gPrijs per KG € 2,98",Nutri-Score B,True,True,https://www.ah.nl/producten/product/wi948/ah-witte-snelkook-rijst,,,5.8 g,1504 kJ (354 kcal),,,,80 g,,,,,,1 g,,,,,,,,,,,,1.1 g,,,0.7 g,,0.4 g,,
pasta-rijst-en-wereldkeuken,2.25,AH Hummus pikant,"175 gPrijs per KG € 12,86",Nutri-Score A,True,True,https://www.ah.nl/producten/product/wi217310/ah-hummus-pikant,,,7 g,905 kJ (219 kcal),,,,8.4 g,,,,,,15 g,,,,,,,,,,,,11 g,,,12 g,,2.1 g,,
pasta-rijst-en-wereldkeuken,2.69,AH Verse gnocchi,"400 gPrijs per KG € 6,73",Nutri-Score B,False,True,https://www.ah.nl/producten/product/wi410944/ah-verse-gnocchi,,,2.3 g,607 kJ (143 kcal),,,,31 g,,,,,,0.3 g,,,,,,,,,,,,3.7 g,,,0.07 g,,0.2 g,,
pasta-rijst-en-wereldkeuken,2.09,Santa Maria Tortilla wraps large,"6 stuksPrijs per KG € 5,63",,False,False,https://www.ah.nl/producten/product/wi417518/santa-maria-tortilla-wraps-large,,,10 g,1232 kJ (292 kcal),,,,51 g,,,,,,4.8 g,,,,,,,,,,,,2.2 g,,,,,1.1 g,,
pasta-rijst-en-wereldkeuken,1.99,AH Pizzadeeg,"230 gPrijs per KG € 8,65",Nutri-Score C,True,True,https://www.ah.nl/producten/product/wi435163/ah-pizzadeeg,,,7.1 g,1189 kJ (282 kcal),,,,46 g,,,,,,6.5 g,,,,,,,,,,,,1.4 g,,,4.8 g,,0.9 g,,
pasta-rijst-en-wereldkeuken,3.19,Unox Rookworst extra mager,"275 gPrijs per KG € 11,60",,False,False,https://www.ah.nl/producten/product/wi367555/unox-rookworst-extra-mager,,,15 g,195 kcal (775 kJ),,,,1.9 g,,,,,,13 g,,,,,,,,,,,,< 0.5 g,,,,,5.2 g,,
