Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt,Url
kaas-vleeswaren-tapas,16.36,AH Jong belegen 48+ plakken 4-pack,per pakket,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaas-vleeswaren-tapas,3.15,AH Goudse belegen 48+ plakken,"190 gPrijs per KG € 16,58",Nutri-Score D,False,False,,,25 g,1609 kJ (388 kcal),,,,0 g,,,,,,32 g,,,,,,,,,,,,0 g,,,10 g,,21 g,,,
kaas-vleeswaren-tapas,2.89,Zandvliet Gelderse gekookte worst,"500 gPrijs per KG € 5,78",,False,False,,,10 g,1291 kJ (312 kcal),,,,2.8 g,,,,,,29 g,,,,,,,,,,,,,,,,,10.5 g,,,
kaas-vleeswaren-tapas,1.99,AH Scrocchi Rozemarijn Zeezout,"200 gNormale prijs per KG € 9,95",Nutri-Score D,True,True,,,10 g,1796 kJ (427 kcal),,,,68 g,,,,,,12 g,,,,,,,,,,,,3.3 g,,,10 g,,1.7 g,,,
kaas-vleeswaren-tapas,3.25,Johma Kip-samba salade,"175 gPrijs per KG € 18,57",,False,False,,,9.1 g,1510 kJ (365 kcal),,,,11.6 g,,,,,,31.1 g,,,,,,,,,,,,,,,,,2.5 g,,,
kaas-vleeswaren-tapas,21.56,AH Goudse jong 48+ plakken voordeel 4-pack,per pakket,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaas-vleeswaren-tapas,2.25,AH Groene olijven met knoflook,"130 gPrijs per KG € 17,31",Nutri-Score D,True,True,,,1.1 g,1039 kJ (252 kcal),,,,2.1 g,,,,,,26 g,,,,,,,,,,,,2.8 g,,,22 g,,3.5 g,,,
kaas-vleeswaren-tapas,5.69,AH Scharrel kipfilet,"250 gPrijs per KG € 22,76",Nutri-Score C,False,False,,,19 g,524 kJ (125 kcal),,,,2 g,,,,,,4.5 g,,,,,,,,,,,,0 g,,,2.8 g,,1.7 g,,,
kaas-vleeswaren-tapas,3.39,AH Rosbief naturel,"ca. 110 gPrijs per KG € 30,79",Nutri-Score A,False,False,,,21 g,468 kJ (111 kcal),,,,0 g,,,,,,3 g,,,,,,,,,,,,0 g,,,1.5 g,,1.5 g,,,
kaas-vleeswaren-tapas,2.99,AH Goudse jong komijn 48+ plakken,"190 gPrijs per KG € 15,74",Nutri-Score D,False,False,,,23 g,1501 kJ (362 kcal),,,,0 g,,,,,,30 g,,,,,,,,,,,,0 g,,,9.2 g,,21 g,,,
kaas-vleeswaren-tapas,2.25,AH Flinterdunne achterham,"100 gPrijs per KG € 22,50",Nutri-Score C,False,False,,,16 g,432 kJ (102 kcal),,,,4.8 g,,,,,,2.1 g,,,,,,,,,,,,0.1 g,,,1.3 g,,0.8 g,,,
kaas-vleeswaren-tapas,3.19,AH Gegrilde yorkham,"ca. 110 gNormale prijs per KG € 28,99",Nutri-Score D,False,False,,,18 g,552 kJ (132 kcal),,,,2.5 g,,,,,,5.5 g,,,,,,,,,,,,0 g,,,3 g,,2.5 g,,,
